time,zb_position
5.001,0.9973697416394233
5.002,0.997541213566964
5.003,0.997712287766805
5.0040000000000004,0.9978833223588769
5.005,0.9980591052958301
5.006,0.9982406278644134
5.007,0.9984277697706725
5.008,0.9986215711452225
5.009,0.998818456915327
5.01,0.9990165602852027
5.011,0.999217439840461
5.0120000000000005,0.9994117781445537
5.013,0.999604654742619
5.014,0.9997966130098132
5.015,0.9999878085744958
5.016,1.00017997181928
5.017,1.0003784944771967
5.018,1.0005791895205691
5.019,1.0007813165746402
5.0200000000000005,1.0009863035175497
5.021,1.0011947625732083
5.022,1.0013994586882968
5.023,1.0016007693172673
5.024,1.0017952811829514
5.025,1.0019868569894326
5.026,1.0021832245414084
5.027,1.0023768633543497
5.0280000000000005,1.0025620700581672
5.029,1.002746496854289
5.03,1.002932373447793
5.031,1.0031213335814175
5.032,1.0033165132518371
5.033,1.003515916667817
5.034,1.0037291388670653
5.035,1.0039372370352926
5.0360000000000005,1.0041455586988732
5.037,1.0043555742800607
5.038,1.0045642223969644
5.039,1.0047756420661624
5.04,1.0049892802266196
5.041,1.0052069728065165
5.042,1.0054202090280373
5.043,1.0056342221237613
5.0440000000000005,1.0058508026706732
5.045,1.0060704273513497
5.046,1.0062860726089224
5.047,1.0065089501883426
5.048,1.006725443171455
5.049,1.00693825457103
5.05,1.0071528703374206
5.051,1.0073613203649798
5.0520000000000005,1.007565326101153
5.053,1.007768356795463
5.054,1.0079718392216088
5.055,1.0081667863744348
5.056,1.0083683756128778
5.057,1.0085691247053636
5.058,1.0087702759542114
5.059,1.008977251947787
5.0600000000000005,1.0091843318945768
5.061,1.0093912969105234
5.062,1.0096062129230932
5.063,1.009827888879334
5.064,1.0100559677681307
5.065,1.0102844688500587
5.066,1.0105083332467613
5.067,1.0107244776817257
5.0680000000000005,1.0109351719048774
5.069,1.0111417307612838
5.07,1.011352274168885
5.071,1.0115705490564506
5.072,1.0117793437228921
5.073,1.0119790629606145
5.074,1.0121700407193612
5.075,1.0123685615236782
5.0760000000000005,1.0125703297259727
5.077,1.0127656861286924
5.078,1.012964808369335
5.079,1.0131756161560483
5.08,1.0133784579139944
5.081,1.0135790593234162
5.082,1.013783107085848
5.083,1.013997873977664
5.0840000000000005,1.014214809978197
5.085,1.0144376819093892
5.086,1.0146596890742592
5.087,1.014874025712547
5.088,1.015082503113222
5.089,1.0152997543581943
5.09,1.0155114924965063
5.091,1.0157203530815904
5.0920000000000005,1.0159290049592689
5.093,1.016139532085777
5.094,1.0163497136638673
5.095,1.016558184842521
5.096,1.0167660632077857
5.097,1.0169753147053586
5.098,1.0171852677803956
5.099,1.01739467458433
5.1000000000000005,1.0176012744665286
5.101,1.0178034722705673
5.102,1.0180066324973158
5.103,1.0182055963460552
5.104,1.0184092307976509
5.105,1.0186098748933183
5.106,1.018811258859552
5.107,1.0190149533422737
5.1080000000000005,1.0192244741269016
5.109,1.019429581069726
5.11,1.019641897866371
5.111,1.0198468600648254
5.112,1.020050781032072
5.113,1.020251985034404
5.114,1.0204534441311603
5.115,1.020654568966347
5.1160000000000005,1.0208547812544269
5.117,1.0210562129789171
5.118,1.0212512585310702
5.119,1.0214527453257682
5.12,1.0216567353085821
5.121,1.0218523532718924
5.122,1.022048285813455
5.123,1.022244097903945
5.124,1.0224385334296724
5.125,1.0226292152837926
5.126,1.0228205858132209
5.127,1.0230069993451256
5.128,1.0232020474450878
5.1290000000000004,1.0233940322593553
5.13,1.0235920031216819
5.131,1.0237867507269782
5.132,1.0239778016644936
5.133,1.0241644690684548
5.134,1.0243553067677682
5.135,1.0245501031026714
5.136,1.0247489113200534
5.1370000000000005,1.0249508287847746
5.138,1.0251541208516826
5.139,1.025359098037981
5.14,1.0255706656642847
5.141,1.025776205434276
5.142,1.0259787158831692
5.143,1.0261802395624562
5.144,1.026378458673288
5.1450000000000005,1.0265769411015402
5.146,1.0267688657494436
5.147,1.0269653932546357
5.148,1.027163581924578
5.149,1.0273595453217967
5.15,1.0275644881597132
