time,zb_position
5.001,0.05126930844185074
5.002,0.051279073137877336
5.003,0.051289221362440206
5.0040000000000004,0.0512992686751644
5.005,0.051308858933173676
5.006,0.05131807762675689
5.007,0.05132758208391286
5.008,0.051337393966407976
5.009,0.05134704901018965
5.01,0.051355937341502865
5.011,0.05136540531032324
5.0120000000000005,0.051374547269239276
5.013,0.0513837896124868
5.014,0.051393747012834175
5.015,0.05140389285885334
5.016,0.05141531205239021
5.017,0.05142696560853257
5.018,0.05143882792810362
5.019,0.051451112468915226
5.0200000000000005,0.051462358291729314
5.021,0.05147355159758665
5.022,0.05148482043117496
5.023,0.0514961337235827
5.024,0.051507359733617385
5.025,0.051518570581805354
5.026,0.05152987036086388
5.027,0.05154128109621883
5.0280000000000005,0.051553116047564206
5.029,0.051564647194816814
5.03,0.05157544519672216
5.031,0.05158622778270856
5.032,0.05159725393932653
5.033,0.05160768677215172
5.034,0.05161754595270204
5.035,0.051627333568141906
5.0360000000000005,0.0516375831324727
5.037,0.05164802520091399
5.038,0.051659225662680504
5.039,0.05166930275202667
5.04,0.051679103072279624
5.041,0.05168857765216834
5.042,0.05169807414600386
5.043,0.05170721302659299
5.0440000000000005,0.0517166871640283
5.045,0.051726435527475675
5.046,0.05173634236866492
5.047,0.05174708437348823
5.048,0.05175782512622676
5.049,0.05176819453367118
5.05,0.05177910479453444
5.051,0.05178939395111471
5.0520000000000005,0.051798433453848436
5.053,0.05180758375574147
5.054,0.05181615109322429
5.055,0.05182529255140256
5.056,0.05183467575944274
5.057,0.05184406850812529
5.058,0.05185375823946725
5.059,0.051863763344983535
5.0600000000000005,0.051873708139587235
5.061,0.051882758898750866
5.062,0.05189243516515635
5.063,0.05190149272835517
5.064,0.05191119827486891
5.065,0.05192040487547187
5.066,0.05192975932468774
5.067,0.05193949017101777
5.0680000000000005,0.051948774657040286
5.069,0.051958164235827914
5.07,0.05196797094416531
5.071,0.05197749367207369
5.072,0.05198744591032566
5.073,0.05199768266221799
5.074,0.05200853953087055
5.075,0.052020099133444526
5.0760000000000005,0.05203146672299708
5.077,0.05204261236409904
5.078,0.052053664420097644
5.079,0.05206461377135905
5.08,0.052075484915229155
5.081,0.052086767790175334
5.082,0.05209737833618781
5.083,0.05210762547914326
5.0840000000000005,0.05211848898500829
5.085,0.052129510996185235
5.086,0.052141153512213094
5.087,0.05215266651243187
5.088,0.05216429220630661
5.089,0.05217538789693842
5.09,0.05218701093682366
5.091,0.05219907033203975
5.0920000000000005,0.05221089148258596
5.093,0.052222169905856576
5.094,0.052233298046954035
5.095,0.05224386111053828
5.096,0.05225431230104304
5.097,0.05226458851900134
5.098,0.05227492761614929
5.099,0.05228480499917275
5.1000000000000005,0.052295505247739626
5.101,0.05230617921027087
5.102,0.05231629545620118
5.103,0.05232587374458012
5.104,0.05233495163881057
5.105,0.052343747970883155
5.106,0.0523521278060313
5.107,0.05236058706423106
5.1080000000000005,0.052369409908745376
5.109,0.05237841424975102
5.11,0.052386538247818276
5.111,0.05239440291051888
5.112,0.052401802505971685
5.113,0.05240950063387971
5.114,0.05241673140536051
5.115,0.052423999413904965
5.1160000000000005,0.0524318092615528
5.117,0.05243894766998324
5.118,0.052446007696719615
5.119,0.052453780642087916
5.12,0.05246244420502463
5.121,0.0524706193966973
5.122,0.052478664439339136
5.123,0.05248679535625552
5.124,0.05249541526579558
5.125,0.05250453871251385
5.126,0.05251358032015921
5.127,0.05252273898314437
5.128,0.05253239577514808
5.1290000000000004,0.05254249447270048
5.13,0.05255389908930014
5.131,0.05256460427111171
5.132,0.05257535711886541
5.133,0.05258596836237054
5.134,0.05259637768422671
5.135,0.052606309012836215
5.136,0.05261578490615263
5.1370000000000005,0.05262485835575424
5.138,0.05263419468864166
5.139,0.052643608829989204
5.14,0.052652518071361065
5.141,0.052660667399358145
5.142,0.05266943341754349
5.143,0.05267799172801899
5.144,0.0526860416819375
5.1450000000000005,0.052694181112938214
5.146,0.05270255892204273
5.147,0.05271068887888326
5.148,0.05271861467443175
5.149,0.05272670099567147
5.15,0.05273478920625519
5.151,0.05274309921106967
5.152,0.05275112801185268
5.1530000000000005,0.052759285890571786
5.154,0.052767197648715965
5.155,0.052775253042445014
5.156,0.052783560841570765
5.157,0.05279168065910688
5.158,0.05280011672590412
5.159,0.05280855948238527
5.16,0.052817084449191753
5.1610000000000005,0.05282610846380044
5.162,0.05283498825662287
5.163,0.05284370101556937
5.164,0.052852331941447124
5.165,0.05286042226346438
5.166,0.052868217288264165
5.167,0.052875591723943016
5.168,0.05288314400857848
5.1690000000000005,0.052890384439700434
5.17,0.05289765557852339
5.171,0.05290540576377088
5.172,0.05291381089074221
5.173,0.05292258404831345
5.174,0.052931055439116186
5.175,0.05293852603232698
5.176,0.05294614264880572
5.1770000000000005,0.05295298076891823
5.178,0.05296042282428665
5.179,0.05296788353346656
5.18,0.05297528440383541
5.181,0.052982316350854354
5.182,0.0529895510156813
5.183,0.05299677281499029
5.184,0.05300366192537812
5.1850000000000005,0.053010411306389414
5.186,0.05301646135570279
5.187,0.053022777187655225
5.188,0.05302925121794253
5.189,0.05303591129533082
5.19,0.05304302754318375
5.191,0.053049452701385655
5.192,0.05305597727475713
5.1930000000000005,0.053062358995372844
5.194,0.053069024771426124
5.195,0.05307639664644526
5.196,0.0530840313068824
5.197,0.053092416741098866
5.198,0.0531012076927247
5.199,0.05311010170827584
5.2,0.05311946108279218
5.2010000000000005,0.053128923488427404
5.202,0.053137904427583094
5.203,0.05314742923657921
5.204,0.05315774897491105
5.205,0.053167426451632374
