Temperature,Gain |N|,Phase ∠N (deg),Coherence
0.001,3.127387762121343e-06,-81.66025931021845,0.03279146170336876
0.1,2.1817370094814322e-07,146.01465766479168,0.007250142004052705
1.0,2.4350900719043883e-07,60.20633360046834,3.5047436416249353e-06
