T,mean_snr_db,sem_snr_db
0.1,1.2862349431870903,0.3127271327352319
0.2,0.2758564562999491,0.34886850283298926
0.3,0.3842749689624347,0.466516080132951
0.4,-0.2639212504790917,0.4458642049686647
0.5,-0.20022674103710408,0.4077603186044112
0.6,-0.6935069773247817,0.4468957631599055
0.7,-0.2199270899559371,0.45366164398373987
0.7999999999999999,-0.1059832271479655,0.38390286683989566
0.8999999999999999,-1.6077055801922804,0.556686952055058
0.9999999999999999,-0.09830496418438042,0.5036401138942564
1.0999999999999999,-0.19746938747298862,0.438104917604583
1.2,0.2523807317799078,0.37388035211451703
1.3,-0.8099634371261333,0.5117632745624434
1.4,-0.9446899520349907,0.4420157600303603
1.5,-0.7753288500162877,0.5406692048702043
1.5999999999999999,-0.37362577439812433,0.329558187879439
1.7,-0.031114481415023928,0.3623001390794238
1.8,-0.14276536734770026,0.3072414320086697
1.9,-0.20227779566514825,0.4178645938846991
2.0,-0.5216936585019201,0.37193984958339815
2.0999999999999996,0.0660968710287491,0.3864614297187883
2.1999999999999997,-0.12319830444353018,0.3687641336084681
2.3,-1.02683102310669,0.43020949016377386
2.4,-0.3531023643816369,0.4337006076418371
2.5,-0.3934914381031587,0.43675283631618544
2.6,-0.3008285639937831,0.3515230208060636
2.6999999999999997,-1.024130630009499,0.3790590871619912
2.8,-0.5391916677154144,0.33645861615181094
2.9,-0.5353768761206239,0.41096387897951125
3.0,-0.24484334263833915,0.36701278629724526
