T,mean_snr_db,sem_snr_db
0.1,1.3157214093622482,0.3028665509933859
0.2,0.7465098440475774,0.2891071880103441
0.3,-0.18092077714898397,0.38480803716729095
0.4,-1.3145910214079077,0.4768809142935219
0.5,-0.2947621092431987,0.39924621970579316
0.6,-0.854530760839193,0.4568736732969242
0.7,-0.6189006094649548,0.39572264105944516
0.7999999999999999,-0.4826543286924104,0.3794664601922155
0.8999999999999999,-0.5873355634347368,0.41400667806134367
0.9999999999999999,-0.9432965106921781,0.41445524121543115
1.0999999999999999,-0.7382842377552192,0.5148259636786637
1.2,0.1724957606643626,0.3584731095325862
1.3,-0.8829664352108507,0.39132778709997174
1.4,0.36538068647965277,0.3273827182571143
1.5,-0.4164492342779634,0.4739628110224101
1.5999999999999999,0.09427173498477534,0.3250478113071207
1.7,-0.7963194751537321,0.46397192823286704
1.8,-0.1960560555315544,0.3240989599728954
1.9,-0.5875869671410604,0.34325541049744784
2.0,-0.6485327526593713,0.4740065205517294
2.0999999999999996,-0.6762855924195605,0.3914726546965024
2.1999999999999997,-1.04830097974036,0.43173506324810723
2.3,-0.8630461836705818,0.3653191724458258
2.4,-0.5089988005080699,0.38483749338651857
2.5,-0.30518095633827697,0.41501771724365105
2.6,-0.9157767557430099,0.49704582206068953
2.6999999999999997,-0.5858009603302357,0.3489807553766537
2.8,-0.690194188755354,0.4141645470637526
2.9,-0.6534970695036282,0.3814522329091153
3.0,-0.022072251652618714,0.30894074941353916
