time,z_barrier_pos,E_total,norm
0.0,-10.0,0.6092383479303461,1.0000000000000002
0.2,-9.999997382032971,0.6189049473806908,1.0000000000000155
0.4,-9.999989560815656,0.647252783753855,1.0000000000000313
0.6,-9.99997663044171,0.6921006456472977,1.0000000000000469
0.8,-9.999958770238983,0.7500256428445274,1.0000000000000644
1.0,-9.999936242805333,0.8165342888737659,1.000000000000082
1.2,-9.99990939164764,0.8851891515179703,1.0000000000001004
1.4000000000000001,-9.999878639137194,0.9426058369957194,1.0000000000001217
1.6,-9.999844469783946,0.9763460466072044,1.0000000000001472
1.8,-9.99980739215956,0.9935213570986647,1.0000000000001634
2.0,-9.999768037190714,0.9992085053425395,1.0000000000001747
2.2,-9.999727101387428,0.9855432279996378,1.0000000000001816
2.4,-9.999685155521227,0.972600255785367,1.0000000000001878
2.6,-9.999642707121703,0.938290068492318,1.0000000000002023
2.8000000000000003,-9.999600488534478,0.8901449525841367,1.0000000000002167
3.0,-9.999559220285308,0.8332838244638336,1.0000000000002327
3.2,-9.999519579964305,0.7771017865851197,1.0000000000002491
3.4,-9.999482258110373,0.731928392646737,1.0000000000002645
3.6,-9.999447912512178,0.676869216368553,1.0000000000002776
3.8000000000000003,-9.999417076789394,0.6161855970480761,1.000000000000293
4.0,-9.99939019139602,0.552133372367326,1.0000000000003082
4.2,-9.99936766955402,0.4933468698987263,1.000000000000326
4.4,-9.999349852198884,0.43647793153523745,1.0000000000003437
4.6000000000000005,-9.9993369880776,0.38776390659842064,1.0000000000003613
4.8,-9.999329249286674,0.3480653447259365,1.000000000000381
5.0,-9.999326716105923,0.3232614798046681,1.0000000000004003
5.2,-9.999329385060895,0.31367412636038666,1.000000000000421
5.4,-9.999337184566182,0.3115928006890027,1.000000000000443
5.6000000000000005,-9.999349971914755,0.32672232284227304,1.0000000000004692
5.8,-9.999367535704014,0.3540015922677873,1.0000000000004947
6.0,-9.999389589277245,0.39297869491383286,1.0000000000005183
6.2,-9.999415803423526,0.4303109771879143,1.000000000000541
6.4,-9.99944578869005,0.473020479138613,1.0000000000005664
6.6000000000000005,-9.999479097918668,0.513070033814248,1.0000000000005906
6.8,-9.999515243400829,0.5477718816557785,1.0000000000006117
7.0,-9.999553686347049,0.5716915753874915,1.000000000000635
7.2,-9.999593862159767,0.5853387280987608,1.0000000000006553
7.4,-9.999635163574869,0.5851328781799947,1.0000000000006775
7.6000000000000005,-9.999676972264389,0.5733442665811579,1.0000000000007039
7.8,-9.999718647405945,0.5485689647915906,1.0000000000007274
8.0,-9.99975954802129,0.5145209609884328,1.0000000000007496
8.2,-9.999799037587417,0.4731088951778204,1.0000000000007738
8.4,-9.999836494389625,0.42588961268300907,1.0000000000007965
8.6,-9.999871328854452,0.37977832095426206,1.000000000000818
8.8,-9.999902986115325,0.33535436543730884,1.0000000000008393
9.0,-9.99993096580759,0.29851740146128564,1.0000000000008624
9.200000000000001,-9.99995482277921,0.2704349250716641,1.0000000000008857
9.4,-9.999974182500805,0.25488300287407745,1.0000000000009117
9.6,-9.99998874330274,0.25072730083812683,1.0000000000009373
9.8,-9.999998283402162,0.26163960809467335,1.0000000000009615
10.0,-10.000002666814572,0.2828106373082573,1.0000000000009874
10.200000000000001,-10.000001841914905,0.31627597588424916,1.0000000000010123
10.4,-9.999995847274942,0.3564388987484474,1.0000000000010363
10.6,-9.999984805860153,0.4022117454921269,1.0000000000010625
10.8,-9.99996892645762,0.44890566550894856,1.0000000000010876
11.0,-9.999948497491037,0.49231286223925286,1.0000000000011133
11.200000000000001,-9.999923883189899,0.5308380661387371,1.0000000000011375
11.4,-9.999895518282981,0.5581157809792762,1.0000000000011637
11.6,-9.999863898986902,0.5765377967229258,1.0000000000011875
11.8,-9.999829578052857,0.5795627169890917,1.0000000000012115
12.0,-9.99979315212628,0.5723632915815676,1.0000000000012352
12.200000000000001,-9.999755253612225,0.5501465745617979,1.0000000000012612
12.4,-9.999716537621076,0.5197795817774562,1.0000000000012865
12.6,-9.99967766965815,0.47906576830037323,1.00000000000131
12.8,-9.999639314375441,0.43505731368280315,1.0000000000013356
13.0,-9.999602121013917,0.38867734880073646,1.00000000000136
13.200000000000001,-9.99956671615392,0.3448037467948779,1.0000000000013851
13.4,-9.999533687759552,0.30678068859309277,1.0000000000014084
13.6,-9.99950358228203,0.2763859761459181,1.0000000000014344
13.8,-9.999476891224123,0.2585970293781519,1.0000000000014597
14.0,-9.999454048418505,0.25061551391578185,1.0000000000014855
14.200000000000001,-9.999435423624453,0.25835602000064606,1.0000000000015108
14.4,-9.999421316618287,0.2754443108629122,1.0000000000015339
14.6,-9.999411957820216,0.3057376478761073,1.0000000000015588
14.8,-9.999407500218581,0.3425165321216025,1.0000000000015838
15.0,-9.999408023043717,0.3863128105728478,1.0000000000016098
15.200000000000001,-9.999413524900541,0.4304623607144815,1.0000000000016336
15.4,-9.999423927912018,0.4731777383555359,1.000000000001655
15.6,-9.999439076444597,0.5106960225906971,1.0000000000016798
15.8,-9.999458737972502,0.5389559064528266,1.000000000001702
16.0,-9.999482609783943,0.5579195476175715,1.0000000000017235
16.2,-9.999510319593345,0.5630585314740082,1.000000000001745
16.4,-9.999541436611265,0.557399095046631,1.0000000000017666
16.6,-9.999575474443668,0.53701303279117,1.0000000000017895
16.8,-9.999611905238446,0.5079021095750776,1.0000000000018092
17.0,-9.999650166086923,0.4676988493407833,1.0000000000018288
17.2,-9.99968967038546,0.42403742063289507,1.000000000001851
17.400000000000002,-9.999729821080619,0.37649642067821837,1.0000000000018707
17.6,-9.999770014708274,0.33119300093945736,1.00000000000189
17.8,-9.999809658311023,0.2909893134862157,1.000000000001911
