time,z_barrier_pos,E_total,norm
0.0,-10.0,0.6092383479303461,1.0000000000000002
0.2,-9.99999934485216,0.6189049474149936,1.0000000000000158
0.4,-9.999997379739996,0.6472527841940438,1.0000000000000322
0.6,-9.999994104790357,0.6921006479383873,1.000000000000049
0.8,-9.999989526265397,0.7500256502051987,1.0000000000000655
1.0,-9.999983656763186,0.8165343068921124,1.0000000000000842
1.2,-9.999976515626638,0.8851891886334319,1.0000000000001026
1.4000000000000001,-9.999968129728314,0.9426059045350862,1.0000000000001248
1.6,-9.999958530867788,0.9763461539597909,1.0000000000001494
1.8,-9.99994774804726,0.9935215279007675,1.0000000000001672
2.0,-9.999935833997812,0.9992087601788159,1.00000000000018
2.2,-9.999922853280324,0.9855435685918099,1.0000000000001872
2.4,-9.999908836930793,0.9726006782439911,1.0000000000001916
2.6,-9.999893800249996,0.9382906337056688,1.000000000000205
2.8000000000000003,-9.999877816887516,0.8901456717371943,1.0000000000002203
3.0,-9.99986096223555,0.8332846892399558,1.0000000000002354
3.2,-9.999843308224449,0.7771028189043516,1.0000000000002527
3.4,-9.999824939735712,0.7319340649803747,1.000000000000268
3.6,-9.999805945674863,0.6769530686540406,1.0000000000002822
3.8000000000000003,-9.99978639939024,0.6185503393956667,1.000000000000295
4.0,-9.99976636530179,0.5539019892314899,1.0000000000003106
4.2,-9.999745921849689,0.4984275115174643,1.0000000000003293
4.4,-9.99972515093921,0.4461562276110858,1.0000000000003457
4.6000000000000005,-9.999704135367402,0.3984088646649541,1.000000000000364
4.8,-9.99968295649179,0.3616867006752658,1.0000000000003835
5.0,-9.999661693829099,0.33673883794058557,1.0000000000004075
5.2,-9.999640432539909,0.319342317507469,1.0000000000004325
5.4,-9.999619257665998,0.31566858185774016,1.0000000000004547
5.6000000000000005,-9.99959824763587,0.32362347939600883,1.0000000000004796
5.8,-9.999577485810882,0.3456127780950721,1.0000000000005043
6.0,-9.999557055024571,0.3779316480004653,1.000000000000528
6.2,-9.999537044370005,0.4080348065613306,1.000000000000549
6.4,-9.999517537821198,0.4447883435497791,1.00000000000057
6.6000000000000005,-9.999498619354293,0.48546213096495416,1.0000000000005917
6.8,-9.999480375181765,0.5196357381044565,1.0000000000006148
7.0,-9.999462885879876,0.5473641362660313,1.0000000000006384
7.2,-9.999446229218872,0.5722092469048633,1.0000000000006628
7.4,-9.999430480975999,0.5821255567584135,1.000000000000689
7.6000000000000005,-9.999415710196487,0.5842873435256547,1.0000000000007152
7.8,-9.999401981588688,0.575572931819051,1.0000000000007419
8.0,-9.99938935424254,0.5543762038095428,1.0000000000007663
8.2,-9.999377880456757,0.5283767939029601,1.0000000000007887
8.4,-9.999367607794252,0.4930803566777353,1.000000000000811
8.6,-9.999358578906369,0.45526060587323885,1.0000000000008331
8.8,-9.999350829370675,0.41811570948415533,1.0000000000008542
9.0,-9.999344391613391,0.38133522004569886,1.0000000000008773
9.200000000000001,-9.9993392904171,0.3512738681858135,1.0000000000009024
9.4,-9.99933554604103,0.3279538805776159,1.0000000000009264
9.6,-9.999333174395604,0.31324932037365344,1.0000000000009563
9.8,-9.999332184979812,0.3127851892859791,1.0000000000009854
10.0,-9.999332585353994,0.31903506114429997,1.000000000001013
10.200000000000001,-9.99933437586234,0.3371794150565811,1.0000000000010383
10.4,-9.999337552425928,0.3651625414638383,1.0000000000010643
10.6,-9.99934210615108,0.39555203762775876,1.000000000001093
10.8,-9.999348023786588,0.43578629185212486,1.0000000000011184
11.0,-9.999355288176938,0.47145787599861194,1.000000000001143
11.200000000000001,-9.99936387726297,0.5078388320676073,1.0000000000011684
11.4,-9.999373764286283,0.5396676565254962,1.0000000000011937
11.6,-9.99938491616393,0.5607183052256879,1.000000000001218
11.8,-9.999397297321243,0.5779526846386532,1.0000000000012441
12.0,-9.999410867213559,0.5800895207181284,1.0000000000012697
12.200000000000001,-9.999425582068595,0.5743041847622841,1.0000000000012952
12.4,-9.999441393367292,0.5582057648869644,1.0000000000013218
12.6,-9.999458247191557,0.5312618610792551,1.0000000000013451
12.8,-9.999476084377095,0.5018090899201885,1.0000000000013687
13.0,-9.999494842155915,0.46419017987177197,1.0000000000013953
13.200000000000001,-9.999514451544806,0.4277693617134619,1.000000000001419
13.4,-9.999534839660633,0.3921256445261096,1.0000000000014435
13.6,-9.99955592786012,0.35971627447999543,1.000000000001471
13.8,-9.999577631737802,0.33687888074904665,1.0000000000014975
14.0,-9.999599863417139,0.31886601052910357,1.0000000000015274
14.200000000000001,-9.999622531476055,0.3136604785076732,1.0000000000015534
14.4,-9.999645541944046,0.3181233344617519,1.0000000000015816
14.6,-9.999668800673266,0.3310121659028304,1.0000000000016092
14.8,-9.999692211290135,0.35429632909872066,1.0000000000016354
15.0,-9.999715677047828,0.382424456587493,1.000000000001664
15.200000000000001,-9.999739103083867,0.4168339645317635,1.0000000000016886
15.4,-9.999762394637617,0.4525644644886572,1.0000000000017126
15.6,-9.999785460204148,0.48556370086874073,1.0000000000017393
15.8,-9.999808208642657,0.5157453961410711,1.0000000000017666
16.0,-9.999830550091488,0.5388908912719738,1.0000000000017923
16.2,-9.999852395911963,0.55331834752496,1.0000000000018183
16.4,-9.999873661139892,0.5599292529670777,1.0000000000018465
16.6,-9.99989426250057,0.5542769248764219,1.0000000000018754
16.8,-9.999914120502973,0.539391280205331,1.0000000000019
17.0,-9.999933158059154,0.5155910998610502,1.0000000000019227
17.2,-9.999951300414148,0.48354248428280044,1.0000000000019489
17.400000000000002,-9.999968478097886,0.4490261174896954,1.0000000000019738
