time,barrier_z,soliton_z
10.8,-0.08872654731639974,0.32954573391112446
10.9,-0.08972514780077881,0.3315493384599008
11.0,-0.09164470037539982,0.33355295191922046
11.1,-0.09421803818777472,0.3355452841695014
11.200000000000001,-0.0967325436443317,0.33748071960010095
11.3,-0.09846828751737156,0.339408065388036
11.4,-0.10015469246317923,0.3413705482333214
11.5,-0.10175820248427392,0.343255736271361
11.6,-0.10254384010476175,0.3450966374117743
11.700000000000001,-0.1031255380198996,0.34702186513480554
11.8,-0.10337149850756171,0.3488774784516055
11.9,-0.10404476159690819,0.35062905443233106
12.0,-0.10367810549904047,0.35250085338415327
12.1,-0.10366803726056142,0.35434581943412263
12.200000000000001,-0.10268681298889719,0.35601572744691573
12.3,-0.10053139346283599,0.35781197514113616
12.4,-0.09858884311206398,0.3596580719910653
12.5,-0.09732382806390764,0.36126513048076536
12.6,-0.09629411968488698,0.36296288728149023
12.700000000000001,-0.0956009024630816,0.3648107185258319
12.8,-0.09447584988682539,0.3663827454976443
12.9,-0.09409829085055431,0.3679638136243174
13.0,-0.09300844797771553,0.3698007011192514
13.1,-0.09232478321373738,0.3713704389788332
13.200000000000001,-0.09118777435376896,0.37282691654751304
13.3,-0.08942069267331976,0.374627130583368
13.4,-0.08722597852844709,0.3762262129180672
13.5,-0.08485716269098399,0.37756470653934215
13.6,-0.08239093969106985,0.37929278331856
13.700000000000001,-0.07977606741714077,0.3809453868756257
13.8,-0.07682094080774371,0.38218870630573204
13.9,-0.07333406640018347,0.38380458611845386
14.0,-0.06893071535367544,0.38552172779788524
14.1,-0.06358573974267258,0.3867085507750376
14.200000000000001,-0.05708305654639867,0.3881744041817376
14.3,-0.05118984961405715,0.3899489844216064
14.4,-0.04629032881979815,0.39113032086000515
14.5,-0.041431328164173026,0.39241866924217095
14.6,-0.03712998704285605,0.3942233763169736
14.700000000000001,-0.03341473941356381,0.3954559530716203
14.8,-0.030254534419348205,0.3965566682728059
14.9,-0.027299388799118116,0.3983449324974167
15.0,-0.02428082325111857,0.3996832186265239
15.1,-0.02061382093503609,0.40060919158867864
15.200000000000001,-0.017725612397030147,0.4023187711728541
15.3,-0.01445829122962476,0.4038051577997671
15.4,-0.01050673261059651,0.40459542437871976
15.5,-0.006100981595472827,0.4061557764189083
15.6,-0.0012958203859710434,0.40781080153393734
15.700000000000001,0.003127297601005323,0.4085293159670382
15.8,0.007579795030205013,0.40987133353899946
15.9,0.01104123821484217,0.41168638381058964
16.0,0.013553008129117973,0.41241765826507426
16.1,0.01522697831852772,0.4134846224239171
16.2,0.015940362134605483,0.41541687483701023
16.3,0.01709582580927139,0.41625807179897134
16.4,0.01790215273468317,0.4170175970741922
16.5,0.017797114113746754,0.4189889488917987
16.6,0.01834583110581374,0.4200382774103445
16.7,0.018079444313491407,0.42049267961348386
16.8,0.016742585940905285,0.42239310383705503
16.9,0.01679383862386465,0.42373669237353245
17.0,0.017090165969537285,0.42393143920636256
17.1,0.0185571609067013,0.42562573652008373
17.2,0.02063692778918765,0.42732272870771815
17.3,0.023480789857420973,0.42735332179408125
17.400000000000002,0.0263698854457571,0.4286927891299246
17.5,0.03039706892084012,0.43075847649454235
17.6,0.03511723601008856,0.43077366417434787
17.7,0.04065562376716157,0.43161291259532086
17.8,0.04645060091249135,0.4340003298595607
17.900000000000002,0.051206539756015405,0.4342007838644298
18.0,0.056326750590205026,0.4344211758739737
18.1,0.06117077507305439,0.43700032294443486
18.2,0.06601892557187669,0.4376294136415694
18.3,0.07050001130385879,0.4371734223070689
18.400000000000002,0.07338826023319421,0.43971111239534616
18.5,0.07608389980185665,0.441030455017066
18.6,0.07908959787466925,0.439948566345828
18.7,0.08210419827581102,0.4420961510532554
18.8,0.08429218838126736,0.44433772898954327
18.900000000000002,0.08569035188728696,0.4428472174883096
19.0,0.08668993491761093,0.4441482561852812
19.1,0.08812468084769147,0.4474315196285448
19.2,0.08919405575950454,0.44598070599257345
19.3,0.08900458959884691,0.4459220314713374
19.400000000000002,0.08749594935220227,0.45012365094012635
19.5,0.08556265802211699,0.44943866244058556
19.6,0.08392531550993929,0.44758402446597984
19.7,0.08227760739708981,0.4521579175540137
19.8,0.0805541379618193,0.4532144293814823
19.900000000000002,0.07938069444807387,0.44947762023816057
20.0,0.07813402766100748,0.45326586313020684
20.1,0.07617394450539713,0.4570596165266349
20.2,0.07297543821522795,0.4521564339568949
20.3,0.06989501823510322,0.45336230069334765
20.400000000000002,0.06658286359934208,0.460284261377002
20.5,0.06353839588967675,0.456233297940847
20.6,0.05980342073958661,0.4529568847945493
20.7,0.0550071241448847,0.4617042774347783
20.8,0.04936700031368149,0.4617910554565265
20.900000000000002,0.042926904386330345,0.4536065764484726
21.0,0.03599759711037417,0.4602520206484084
21.1,0.0292167110482083,0.4673500586480715
21.2,0.023534555452833852,0.4575827740408651
21.3,0.01769197513961914,0.45668023704575944
21.400000000000002,0.010919054764676103,0.46949217473267907
21.5,0.0031449747426569906,0.4655655738358487
21.6,-0.004192817673592156,0.45516479946805244
21.7,-0.010860420566163065,0.4654839830420513
21.8,-0.017794191018773622,0.47327946160684103
21.900000000000002,-0.024931440963058573,0.4608828183780106
22.0,-0.03369790442111365,0.45888242372448945
22.1,-0.04240277505671694,0.47298506647084293
22.2,-0.05087538614848916,0.471794935558209
22.3,-0.05961702636931434,0.4598527433824116
22.400000000000002,-0.06740243106224235,0.4645624178089756
22.5,-0.074408701504289,0.47557471794895867
22.6,-0.08160003796949612,0.47103609407167313
22.7,-0.08755198866697039,0.46224241075043715
22.8,-0.09136283069919364,0.4670103496762836
22.900000000000002,-0.09388807976077368,0.4763853704949394
23.0,-0.09694958621853446,0.4735214675490529
23.1,-0.0998768305112776,0.46411691420334084
23.2,-0.10299479791491996,0.4667153760343898
23.3,-0.1064147060839689,0.47799184592697247
23.400000000000002,-0.1101703842422599,0.4768126604467363
23.5,-0.11319384969563363,0.46540060908821446
23.6,-0.1162909197654554,0.4663473530895464
23.7,-0.1194492350656544,0.478202936610151
23.8,-0.12174639757501482,0.4792911402656674
23.900000000000002,-0.12432095913059871,0.46918566829701164
24.0,-0.12716407956904038,0.46622568488655747
24.1,-0.1288070860397945,0.47466934702098124
24.2,-0.129824237470974,0.4810939902948958
24.3,-0.13071941628061176,0.4758779616406408
24.400000000000002,-0.13093599502260517,0.4669817402556319
24.5,-0.13090759777101557,0.46925023151426093
24.6,-0.13115733588060727,0.4800786995836421
24.7,-0.13205662279239325,0.4817423883697434
24.8,-0.13369765596603522,0.4717825408039179
24.900000000000002,-0.13522749322127114,0.46675004530845116
25.0,-0.1356685559715898,0.47374358847471326
25.1,-0.1355169840557611,0.48179203772787077
25.2,-0.1353263009112695,0.4801792283301539
25.3,-0.1338201011682963,0.47123765584477384
25.400000000000002,-0.13131645220879334,0.46708717839297176
25.5,-0.12837832583612616,0.47435954666623736
25.6,-0.12429292433853546,0.4829622892999572
25.7,-0.12049554888031566,0.4801954938156315
25.8,-0.11723207655206297,0.4704978690630722
25.900000000000002,-0.11394553925205839,0.46728260574868324
26.0,-0.10977889299321068,0.47372644310017176
26.1,-0.10506951528219867,0.48152525808800095
26.2,-0.10018572667660282,0.4812583382669664
26.3,-0.09502633999186486,0.47248171619985047
26.400000000000002,-0.08853776165662837,0.46605428554247647
26.5,-0.08146562496459502,0.4704920691053714
26.6,-0.07437325943748305,0.4795422328640234
26.7,-0.06738008864876632,0.4817942122981244
26.8,-0.06008282119242451,0.47529616779154293
26.900000000000002,-0.053038452288156464,0.46723865908240414
27.0,-0.045482526350783994,0.4661306819376435
27.1,-0.03735024627297005,0.4736193872252749
27.2,-0.0293037938229174,0.48095140098301314
27.3,-0.02051404355700707,0.47908701282155486
27.400000000000002,-0.01168406610771483,0.4704521639441552
27.5,-0.0025074737404626995,0.4644078408736598
27.6,0.007616808741254281,0.46635152631388815
27.7,0.01765682878439623,0.4741498992748084
27.8,0.027097756556935047,0.47979962641658447
27.900000000000002,0.03610956115898163,0.47661107601706626
28.0,0.04349537503006032,0.46765878407370143
28.1,0.050484260633698055,0.4621769151515811
28.2,0.057180765586739665,0.4646899495765676
28.3,0.0636632806824688,0.4721532306563789
28.400000000000002,0.06970372689521014,0.47761102389719334
28.5,0.07519563251569125,0.47528634142702536
28.6,0.08094652086173802,0.4667589318561427
28.7,0.08763980844602734,0.46016287002276557
28.8,0.09431892193268313,0.4610284057290477
28.900000000000002,0.10111002344286939,0.4676705961871579
29.0,0.10869832839564345,0.47418821824034907
29.1,0.11614506785910304,0.4746045230971549
29.2,0.12382973435052708,0.467784375236258
29.3,0.13133401736727643,0.4595489634556214
29.400000000000002,0.1379559139914609,0.4567352620330761
29.5,0.14495609368091789,0.46079238102929876
29.6,0.15167163270114253,0.46802344802677154
29.7,0.15827886552840295,0.47247223543490185
29.8,0.16513259231808394,0.46986314737232854
29.900000000000002,0.1716032257839061,0.46192056783344604
30.0,0.17784357537709203,0.45491043111151575
30.1,0.18310761900010564,0.4536144728756184
30.2,0.1867224557154407,0.4583930839055441
30.3,0.1900394999871055,0.4655205662491336
30.400000000000002,0.19330907457486124,0.4691638921685093
30.5,0.19707196104976685,0.46605101020254136
30.6,0.20020772864580708,0.45840533095732905
30.7,0.2025284564408208,0.45139181486339286
30.8,0.20387194643316742,0.44931428652585603
30.900000000000002,0.2040725798851742,0.4533434099623541
31.0,0.20422940881124696,0.46032558245875094
31.1,0.2039672805784115,0.4648129350411107
31.2,0.20383805010047565,0.46347172835784234
31.3,0.20245620268616746,0.4570214449273512
31.400000000000002,0.20073020846598144,0.44919685524807773
31.5,0.19939708497624245,0.4446821837162224
31.6,0.1979292431677355,0.44609696027760165
31.7,0.19682484612840218,0.4519741330664745
31.8,0.19527393840579124,0.45807491718135723
31.900000000000002,0.1938459054500775,0.460316391309017
32.0,0.19251510947440992,0.4569534318005863
32.1,0.19184676081721605,0.4495776400761327
32.2,0.18984858315112402,0.4422853136536099
32.3,0.18697997575267492,0.43903967990054216
32.4,0.18381517917614099,0.4412118108927977
32.5,0.18116095122969414,0.44702452178793717
32.6,0.17856524489821635,0.4527781232448078
32.7,0.17624048689700242,0.4548148330912735
32.8,0.17212258721157492,0.4515054144890413
32.9,0.16598133388354436,0.4443646332443806
33.0,0.15908176173784705,0.4370230820756823
33.1,0.15215956686949278,0.4328763679634033
33.2,0.145552810055923,0.4336367818247534
33.3,0.13893557702069814,0.43863652506834383
33.4,0.13423703971333373,0.4446890214799147
33.5,0.1303135031699817,0.4480725776975188
33.6,0.12621468148581333,0.4469381459749615
33.7,0.12123860775140947,0.4414711176885025
33.8,0.11577749416863096,0.4337062914293983
33.9,0.11035781251444132,0.42732460758501106
34.0,0.1052485257995769,0.4251429820295621
34.1,0.09963734302659949,0.4273228547069564
34.2,0.09312426648779455,0.43252524317534274
34.300000000000004,0.086122608280575,0.43819379499275823
34.4,0.07910298534350252,0.44079483826213084
34.5,0.07290479958096907,0.4387291590686095
34.6,0.06642100957239552,0.43310125240266056
34.7,0.05897959587526552,0.4256375738737401
34.800000000000004,0.05104705080506925,0.4189961891184015
34.9,0.04399774908305595,0.4163506253012995
35.0,0.03825140317075652,0.4181289183262249
35.1,0.03304422576355134,0.42255750692671434
35.2,0.027444704862642798,0.4280377672091556
35.300000000000004,0.021054436749446976,0.4318439774059925
35.4,0.014069247928002945,0.4311732285739666
35.5,0.007804755900074428,0.4265777858743583
35.6,0.0011654677824955986,0.41992920982922954
35.7,-0.004896898814282932,0.41250062778493424
35.800000000000004,-0.009795464601052442,0.40725664478263507
35.9,-0.014321450428419962,0.40660887283267816
36.0,-0.018746820363985794,0.40927131340995304
36.1,-0.022415834528447538,0.41379171992741887
36.2,-0.0246618441308951,0.41918207292070586
36.300000000000004,-0.026486142875079804,0.42202194604547
36.4,-0.02934052015520001,0.4203661067289605
36.5,-0.03350804015112934,0.41591902446343276
36.6,-0.03764756115210776,0.40929903119728667
36.7,-0.04144675028224605,0.40143616852941083
36.800000000000004,-0.0449702113588742,0.3963151816462289
36.9,-0.04843207548396695,0.39524409010176276
37.0,-0.051802467465887146,0.39651194018174574
37.1,-0.05440190479124793,0.40066167895526006
37.2,-0.05598756982360369,0.40650050212222877
37.300000000000004,-0.05816918406462043,0.4095502550405311
37.4,-0.05967954855736274,0.4093554397108248
37.5,-0.0623031470658086,0.4071277661523362
37.6,-0.06422293310899073,0.40097130867345676
37.7,-0.0651865064936517,0.3926798877338602
37.800000000000004,-0.06496488741481109,0.38691031798676523
37.9,-0.06411806485439607,0.38304317893827516
38.0,-0.06343888431062707,0.38093505306751557
38.1,-0.06275785782068978,0.3838463130518281
38.2,-0.06094119406108141,0.3890862009365578
38.300000000000004,-0.05844377205575953,0.39239182644791226
38.4,-0.056121535813724796,0.3956566880732534
38.5,-0.05252208112390789,0.39739275101342225
38.6,-0.048904260134975036,0.39319033103496687
38.7,-0.0455755710173222,0.38686317108152035
38.800000000000004,-0.044054058675910536,0.3814957313771878
38.9,-0.043139500171502705,0.37376393457562224
39.0,-0.04209750414913987,0.36724117724543426
39.1,-0.04126039738156829,0.36699843064279325
39.2,-0.041109096056230816,0.36793700215601344
39.300000000000004,-0.040513518647597946,0.36905155739622436
39.4,-0.04081481321904059,0.3751732734756752
39.5,-0.041874260237007126,0.3803591048076323
39.6,-0.04248312009774751,0.3796633299088291
39.7,-0.04280175033289084,0.37965741403282055
39.800000000000004,-0.043925686674814286,0.3784020234791308
39.9,-0.04465518482833213,0.3695763415751079
40.0,-0.04478626810327005,0.36161579431121443
