T,RMS_Displacement
0.0,1.087089130440484e-05
0.2,0.13426464645279287
0.4,0.07977683529852181
0.6,0.20145738909036215
0.8,0.1666495638814356
1.0,0.3135311802779445
1.2,0.1566238660443059
1.5,0.3262130345343836
2.0,0.18383013859490369
